shipment_date,planning_day,is_planning_window,corridor_id,item_id,item_name,unique_item_id,dispatch_location
2026-02-04,History,0,C2_NJ_PHL,10060,Morphine Sulphate,MOR-2026-10030,Philadelphia-Jefferson
2026-02-04,History,0,C2_NJ_PHL,10035,Pembrolizumab,PBR-2026-10031,Philadelphia-UPenn
2026-02-04,History,0,C2_NJ_PHL,10035,Pembrolizumab (Keytruda),PBR-2026-10032,Philadelphia-UPenn
2026-02-04,History,0,C2_NJ_PHL,10071,Levalbuterol Inhaler,LEV-2026-10033,Philadelphia-CHOP
2026-02-05,History,0,C1_I95_NJ_BOS,10071,Levalbuterol Inhaler,LEV-2026-00034,Boston-Children
2026-02-05,History,0,C1_I95_NJ_BOS,10022,Insulin Lispro,INS-2026-00035,Boston-MGH
2026-02-05,History,0,C1_I95_NJ_BOS,10023,Insulin Aspart,INS-2026-00036,Boston-BWH
2026-02-05,History,0,C1_I95_NJ_BOS,10022,Insulin Lispro,INS-2026-00037,Boston-BWH
2026-02-05,History,0,C1_I95_NJ_BOS,10071,Levalbuterol Inhaler,LEV-2026-00038,Boston-Children
2026-02-05,History,0,C2_NJ_PHL,10021,Remdesivir 200mg,RMD-2026-10039,Philadelphia-UPenn
2026-02-05,History,0,C2_NJ_PHL,10040,EpiPen Auto Injector,,Philadelphia-UPenn
2026-02-05,History,0,C2_NJ_PHL,10035,Pembrolizumab,PBR-2026-10041,Philadelphia-UPenn
2026-02-06,History,0,C1_I95_NJ_BOS,10060,Morphine Sulfate,MOR-2026-00042,Boston-MGH
2026-02-06,History,0,C1_I95_NJ_BOS,20021,Remdesivir 100mg,RMD-2026-00043,Boston-DanaFarber
2026-02-06,History,0,C1_I95_NJ_BOS,10040,Epinephrine Auto-Injector,EPI-2026-00044,Boston-Children
2026-02-06,History,0,C1_I95_NJ_BOS,10050,Heparin Na,HEP-2026-00045,Boston-MGH
2026-02-06,History,0,C2_NJ_PHL,10040,EpiPen Auto Injector,EPI-2026-10046,Philadelphia-CHOP
2026-02-06,History,0,C2_NJ_PHL,10023,Insulin Aspart,INS-2026-10047,Philadelphia-CHOP
2026-02-06,History,0,C2_NJ_PHL,10060,Morphine Sulfate,MOR-2026-10048,Philadelphia-Jefferson
2026-02-07,History,0,C1_I95_NJ_BOS,10023,Insulin Aspart,INS-2026-00049,Boston-Children
2026-02-07,History,0,C1_I95_NJ_BOS,10050,Heparin Sodium,HEP-2026-00050,Boston-BWH
2026-02-07,History,0,C1_I95_NJ_BOS,10070,Albuterol Inhaler,ALB-2026-00051,Boston-Children
2026-02-07,History,0,C2_NJ_PHL,10021,Remdesivir 100 mg,RMD-2026-10052,Philadelphia-UPenn
2026-02-07,History,0,C2_NJ_PHL,10021,Remdesivir 100 mg,RMD-2026-10053,Philadelphia-UPenn
2026-02-07,History,0,C2_NJ_PHL,10021,Remdesivir 200mg,RMD-2026-10054,Philadelphia-UPenn
2026-02-07,History,0,C2_NJ_PHL,10021,Remdesivir 100mg,RMD-2026-10055,Philadelphia-UPenn
2026-02-07,History,0,C2_NJ_PHL,10050,Heparin Sodium,HEP-2026-10056,Philadelphia-Jefferson
2026-02-08,History,0,C1_I95_NJ_BOS,10021,Remdesivir 200mg,RMD-2026-00057,Boston-BWH
2026-02-08,History,0,C1_I95_NJ_BOS,10021,Remdesivir 100mg,RMD-2026-00058,Boston-MGH
2026-02-08,History,0,C1_I95_NJ_BOS,10021,Remdesivir 200mg,RMD-2026-00059,Boston-MGH
2026-02-08,History,0,C1_I95_NJ_BOS,10060,Morphine Sulphate,MOR-2026-00060,Boston-MGH
2026-02-08,History,0,C2_NJ_PHL,1070,Levalbuterol Inhaler,LEV-2026-10061,Philadelphia-CHOP
2026-02-08,History,0,C2_NJ_PHL,10040,Epinephrine Auto-Injector,EPI-2026-10062,Philadelphia-CHOP
2026-02-08,History,0,C2_NJ_PHL,10023,Insulin Aspart,INS-2026-10063,Philadelphia-CHOP
2026-02-08,History,0,C2_NJ_PHL,10070,Albuterol Inhaler 90mcg,ALB-2026-10064,Philadelphia-UPenn
2026-02-08,History,0,C2_NJ_PHL,10021,Remdesivir 100mg,RMD-2026-10065,Philadelphia-Jefferson
2026-02-09,History,0,C1_I95_NJ_BOS,10021,Remdesivir 200mg,RMD-2026-00066,Boston-BWH
2026-02-09,History,0,C1_I95_NJ_BOS,10035,Pembrolizumab,PBR-2026-00067,Boston-DanaFarber
2026-02-09,History,0,C1_I95_NJ_BOS,10050,Heparin Na,HEP-2026-00068,Boston-MGH
2026-02-09,History,0,C2_NJ_PHL,10021,Remdesivir 100mg,RMD-2026-10069,Philadelphia-UPenn
2026-02-09,History,0,C2_NJ_PHL,10023,Insulin Aspart,INS-2026-10070,Philadelphia-Jefferson
2026-02-09,History,0,C2_NJ_PHL,10023,Insulin Aspart,,Philadelphia-CHOP
2026-02-10,History,0,C1_I95_NJ_BOS,10023,Insulin Aspart,INS-2026-00072,Boston-BWH
2026-02-10,History,0,C1_I95_NJ_BOS,10023,Insulin Aspart,INS-2026-00073,Boston-BWH
2026-02-10,History,0,C1_I95_NJ_BOS,10022,Insulin Lispro,,Boston-BWH
2026-02-10,History,0,C1_I95_NJ_BOS,10035,Pembrolizumab (Keytruda),PBR-2026-00075,Boston-DanaFarber
2026-02-10,History,0,C1_I95_NJ_BOS,10040,Epinephrine Auto-Injector,EPI-2026-00076,Boston-Children
2026-02-10,History,0,C2_NJ_PHL,10060,Morphine Sulfate,MOR-2026-10077,Philadelphia-Jefferson
2026-02-10,History,0,C2_NJ_PHL,10071,Levalbuterol Inhaler,LEV-2026-10078,Philadelphia-CHOP
2026-02-10,History,0,C2_NJ_PHL,10040,Epinephrine Auto-Injector,EPI-2026-10079,Philadelphia-CHOP
2026-02-10,History,0,C2_NJ_PHL,10060,Morphine Sulphate,MOR-2026-10080,Philadelphia-Jefferson
2026-02-10,History,0,C2_NJ_PHL,10071,Levalbuterol Inhaler,LEV-2026-10081,Philadelphia-CHOP
2026-02-11,History,0,C1_I95_NJ_BOS,10022,Insulin Lispro,INS-2026-00082,Boston-BWH
2026-02-11,History,0,C1_I95_NJ_BOS,10060,Morphine Sulfate,MOR-2026-00083,Boston-MGH
2026-02-11,History,0,C1_I95_NJ_BOS,99999,Experimental Oncology Drug,EXP-2026-00084,Boston-BWH
2026-02-11,History,0,C1_I95_NJ_BOS,10050,Heparin Na,HEP-2026-00085,Boston-Children
2026-02-11,History,0,C1_I95_NJ_BOS,10050,Heparin Sodium,HEP-2026-00086,Boston-MGH
2026-02-11,History,0,C2_NJ_PHL,10050,Heparin Na,HEP-2026-10087,Philadelphia-Jefferson
2026-02-11,History,0,C2_NJ_PHL,10022,Insulin Lispro,INS-2026-10088,Philadelphia-Jefferson
2026-02-11,History,0,C2_NJ_PHL,10035,Pembrolizumab,PBR-2026-10089,Philadelphia-UPenn
2026-02-11,History,0,C2_NJ_PHL,10071,Levalbuterol Inhaler,LEV-2026-10090,Philadelphia-CHOP
2026-02-11,History,0,C2_NJ_PHL,10040,EpiPen Auto Injector,EPI-2026-10091,Philadelphia-CHOP
2026-02-12,History,0,C1_I95_NJ_BOS,10071,Levalbuterol Inhaler,LEV-2026-00092,Boston-Children
2026-02-12,History,0,C1_I95_NJ_BOS,10021,Remdesivir 100mg,,Boston-BWH
2026-02-12,History,0,C1_I95_NJ_BOS,10040,EpiPen Auto Injector,EPI-2026-00094,Boston-Children
2026-02-12,History,0,C1_I95_NJ_BOS,10070,Albuterol Inhaler,ALB-2026-00095,Boston-BWH
2026-02-12,History,0,C2_NJ_PHL,1070,Insulin Lispro,INS-2026-10096,Philadelphia-Jefferson
2026-02-12,History,0,C2_NJ_PHL,10035,Pembrolizumab,PBR-2026-10097,Philadelphia-UPenn
2026-02-12,History,0,C2_NJ_PHL,10070,Albuterol Inhaler 90mcg,,Philadelphia-Jefferson
2026-02-12,History,0,C2_NJ_PHL,10035,Pembrolizumab,PBR-2026-10099,Philadelphia-UPenn
2026-02-13,History,0,C1_I95_NJ_BOS,10021,Remdesivir 100 mg,RMD-2026-00100,Boston-MGH
2026-02-13,History,0,C1_I95_NJ_BOS,10070,Albuterol Inhaler,ALB-2026-00101,Boston-Children
2026-02-13,History,0,C1_I95_NJ_BOS,10022,Insulin Lispro,INS-2026-00102,Boston-BWH
2026-02-13,History,0,C1_I95_NJ_BOS,10022,Insulin Lispro,INS-2026-00103,Boston-MGH
2026-02-13,History,0,C1_I95_NJ_BOS,10060,Morphine Sulfate,MOR-2026-00104,Boston-MGH
2026-02-13,History,0,C2_NJ_PHL,10050,Heparin Sodium,HEP-2026-10105,Philadelphia-Jefferson
2026-02-13,History,0,C2_NJ_PHL,10022,Insulin Lispro,INS-2026-10106,Philadelphia-Jefferson
2026-02-13,History,0,C2_NJ_PHL,10060,Morphine Sulphate,MOR-2026-10107,Philadelphia-Jefferson
2026-02-13,History,0,C2_NJ_PHL,10023,Insulin Aspart,INS-2026-10108,Philadelphia-UPenn
2026-02-14,History,0,C1_I95_NJ_BOS,10021,Remdesivir 100mg,RMD-2026-00109,Boston-Children
2026-02-14,History,0,C1_I95_NJ_BOS,10020,Albuterol Inhaler 90mcg,ALB-2026-00110,Boston-Children
2026-02-14,History,0,C1_I95_NJ_BOS,99999,Experimental Oncology Drug,EXP-2026-00111,Boston-DanaFarber
2026-02-14,History,0,C1_I95_NJ_BOS,10021,Remdesivir 200mg,RMD-2026-00112,Boston-BWH
2026-02-14,History,0,C2_NJ_PHL,10035,Pembrolizumab (Keytruda),,Philadelphia-UPenn
2026-02-14,History,0,C2_NJ_PHL,10022,Insulin Lispro,INS-2026-10114,Philadelphia-UPenn
2026-02-14,History,0,C2_NJ_PHL,10070,Albuterol Inhaler,ALB-2026-10115,Philadelphia-CHOP
2026-02-15,History,0,C1_I95_NJ_BOS,20021,Heparin Na,HEP-2026-00116,Boston-MGH
2026-02-15,History,0,C1_I95_NJ_BOS,10050,Heparin Sodium,HEP-2026-00117,Boston-MGH
2026-02-15,History,0,C1_I95_NJ_BOS,10023,Insulin Aspart,INS-2026-00118,Boston-BWH
2026-02-15,History,0,C1_I95_NJ_BOS,10070,Albuterol Inhaler,ALB-2026-00119,Boston-Children
2026-02-15,History,0,C1_I95_NJ_BOS,10040,EpiPen Auto Injector,EPI-2026-00120,Boston-Children
2026-02-15,History,0,C2_NJ_PHL,10070,Albuterol Inhaler 90mcg,ALB-2026-10121,Philadelphia-CHOP
2026-02-15,History,0,C2_NJ_PHL,10022,Insulin Lispro,INS-2026-10122,Philadelphia-CHOP
2026-02-15,History,0,C2_NJ_PHL,10022,Insulin Lispro,INS-2026-10123,Philadelphia-Jefferson
2026-02-16,History,0,C1_I95_NJ_BOS,10021,Remdesivir 100 mg,RMD-2026-00124,Boston-BWH
2026-02-16,History,0,C1_I95_NJ_BOS,10071,Levalbuterol Inhaler,LEV-2026-00125,Boston-Children
2026-02-16,History,0,C1_I95_NJ_BOS,10070,Albuterol Inhaler,ALB-2026-00126,Boston-Children
2026-02-16,History,0,C2_NJ_PHL,10071,Generic Levalbuterol Inhaler,LEV-2026-10127,Philadelphia-CHOP
2026-02-16,History,0,C2_NJ_PHL,10035,Pembrolizumab (Keytruda),PBR-2026-10128,Philadelphia-UPenn
2026-02-16,History,0,C2_NJ_PHL,22222,Levalbuterol Inhaler,LEV-2026-10129,Philadelphia-Jefferson
2026-02-16,History,0,C2_NJ_PHL,10021,Remdesivir 100mg,RMD-2026-10130,Philadelphia-UPenn
2026-02-16,History,0,C2_NJ_PHL,10040,EpiPen Auto Injector,EPI-2026-10131,Philadelphia-CHOP
2026-02-17,History,0,C1_I95_NJ_BOS,10070,Albuterol Inhaler 90mcg,ALB-2026-00132,Boston-Children
2026-02-17,History,0,C1_I95_NJ_BOS,10022,Insulin Lispro,INS-2026-00133,Boston-BWH
2026-02-17,History,0,C1_I95_NJ_BOS,10021,Remdesivir 100 mg,RMD-2026-00134,Boston-BWH
2026-02-17,History,0,C2_NJ_PHL,10060,Morphine Sulphate,MOR-2026-10135,Philadelphia-Jefferson
2026-02-17,History,0,C2_NJ_PHL,1070,Insulin Aspart,INS-2026-10136,Philadelphia-CHOP
2026-02-17,History,0,C2_NJ_PHL,10035,Pembrolizumab (Keytruda),PBR-2026-10137,Philadelphia-UPenn
2026-02-17,History,0,C2_NJ_PHL,10050,Heparin Na,HEP-2026-10138,Philadelphia-Jefferson
2026-02-17,History,0,C2_NJ_PHL,10023,Insulin Aspart,INS-2026-10139,Philadelphia-Jefferson
2026-02-18,History,0,C1_I95_NJ_BOS,10022,Insulin Lispro,INS-2026-00140,Boston-Children
2026-02-18,History,0,C1_I95_NJ_BOS,10071,Levalbuterol Inhaler,LEV-2026-00141,Boston-Children
2026-02-18,History,0,C1_I95_NJ_BOS,10023,Insulin Aspart,INS-2026-00142,Boston-BWH
2026-02-18,History,0,C1_I95_NJ_BOS,10050,Heparin Na,HEP-2026-00143,Boston-BWH
2026-02-18,History,0,C2_NJ_PHL,10022,Insulin Lispro,INS-2026-10144,Philadelphia-UPenn
2026-02-18,History,0,C2_NJ_PHL,10050,Heparin Na,HEP-2026-10145,Philadelphia-CHOP
2026-02-18,History,0,C2_NJ_PHL,10021,Remdesivir 100 mg,RMD-2026-10146,Philadelphia-CHOP
2026-02-18,History,0,C2_NJ_PHL,10040,EpiPen Auto Injector,EPI-2026-10147,Philadelphia-UPenn
2026-02-19,History,0,C1_I95_NJ_BOS,10022,Insulin Lispro,INS-2026-00148,Boston-MGH
2026-02-19,History,0,C1_I95_NJ_BOS,10022,Insulin Lispro,INS-2026-00149,Boston-DanaFarber
2026-02-19,History,0,C1_I95_NJ_BOS,10020,Insulin Lispro,INS-2026-00150,Boston-BWH
2026-02-19,History,0,C1_I95_NJ_BOS,10070,Albuterol Inhaler,ALB-2026-00151,Boston-BWH
2026-02-19,History,0,C2_NJ_PHL,1070,Remdesivir 200mg,RMD-2026-10152,Philadelphia-UPenn
2026-02-19,History,0,C2_NJ_PHL,10021,Remdesivir 100 mg,RMD-2026-10153,Philadelphia-Jefferson
2026-02-19,History,0,C2_NJ_PHL,99999,Experimental Oncology Drug,EXP-2026-10154,Philadelphia-UPenn
2026-02-19,History,0,C2_NJ_PHL,10022,Generic Insulin Lispro,INS-2026-10155,Philadelphia-UPenn
2026-02-20,History,0,C1_I95_NJ_BOS,10071,Levalbuterol Inhaler,LEV-2026-00156,Boston-Children
2026-02-20,History,0,C1_I95_NJ_BOS,10040,EpiPen Auto Injector,EPI-2026-00157,Boston-Children
2026-02-20,History,0,C1_I95_NJ_BOS,1070,Albuterol Inhaler,ALB-2026-00158,Boston-Children
2026-02-20,History,0,C1_I95_NJ_BOS,10035,Pembrolizumab (Keytruda),,Boston-DanaFarber
2026-02-20,History,0,C1_I95_NJ_BOS,10040,Generic EpiPen Auto Injector,EPI-2026-00160,Boston-Children
2026-02-20,History,0,C2_NJ_PHL,10060,Morphine Sulphate,MOR-2026-10161,Philadelphia-Jefferson
2026-02-20,History,0,C2_NJ_PHL,10035,Pembrolizumab,,Philadelphia-Jefferson
2026-02-20,History,0,C2_NJ_PHL,11111,Insulin Lispro,INS-2026-10163,Philadelphia-UPenn
2026-02-21,History,0,C1_I95_NJ_BOS,10023,Insulin Aspart,INS-2026-00164,Boston-BWH
2026-02-21,History,0,C1_I95_NJ_BOS,10070,Albuterol Inhaler,ALB-2026-00165,Boston-Children
2026-02-21,History,0,C1_I95_NJ_BOS,10021,Remdesivir 100 mg,RMD-2026-00166,Boston-BWH
2026-02-21,History,0,C1_I95_NJ_BOS,10040,Epinephrine Auto-Injector,EPI-2026-00167,Boston-Children
2026-02-21,History,0,C1_I95_NJ_BOS,10035,Pembrolizumab,PBR-2026-00168,Boston-DanaFarber
2026-02-21,History,0,C2_NJ_PHL,10040,EpiPen Auto Injector,EPI-2026-10169,Philadelphia-CHOP
2026-02-21,History,0,C2_NJ_PHL,11111,Insulin Aspart,INS-2026-10170,Philadelphia-CHOP
2026-02-21,History,0,C2_NJ_PHL,10035,Pembrolizumab (Keytruda),PBR-2026-10171,Philadelphia-UPenn
2026-02-22,History,0,C1_I95_NJ_BOS,10035,Pembrolizumab,PBR-2026-00172,Boston-DanaFarber
2026-02-22,History,0,C1_I95_NJ_BOS,10071,Levalbuterol Inhaler,LEV-2026-00173,Boston-Children
2026-02-22,History,0,C1_I95_NJ_BOS,10060,Morphine Sulphate,MOR-2026-00174,Boston-MGH
2026-02-22,History,0,C1_I95_NJ_BOS,10035,Pembrolizumab (Keytruda),PBR-2026-00175,Boston-DanaFarber
2026-02-22,History,0,C2_NJ_PHL,10060,Morphine Sulfate,MOR-2026-10176,Philadelphia-Jefferson
2026-02-22,History,0,C2_NJ_PHL,10071,Levalbuterol Inhaler,LEV-2026-10177,Philadelphia-CHOP
2026-02-22,History,0,C2_NJ_PHL,10050,Heparin Sodium,HEP-2026-10178,Philadelphia-Jefferson
2026-02-22,History,0,C2_NJ_PHL,10071,Levalbuterol Inhaler,LEV-2026-10179,Philadelphia-CHOP
2026-02-23,History,0,C1_I95_NJ_BOS,10035,Pembrolizumab (Keytruda),PBR-2026-00180,Boston-DanaFarber
2026-02-23,History,0,C1_I95_NJ_BOS,10070,Albuterol Inhaler,ALB-2026-00181,Boston-Children
2026-02-23,History,0,C1_I95_NJ_BOS,1070,Heparin Sodium,HEP-2026-00182,Boston-BWH
2026-02-23,History,0,C1_I95_NJ_BOS,10021,Remdesivir 100mg,RMD-2026-00183,Boston-BWH
2026-02-23,History,0,C1_I95_NJ_BOS,88888,Experimental Oncology Drug,EXP-2026-00184,Boston-DanaFarber
2026-02-23,History,0,C2_NJ_PHL,10023,Insulin Aspart,INS-2026-10185,Philadelphia-Jefferson
2026-02-23,History,0,C2_NJ_PHL,10071,Levalbuterol Inhaler,LEV-2026-10186,Philadelphia-CHOP
2026-02-23,History,0,C2_NJ_PHL,10023,Insulin Aspart,INS-2026-10187,Philadelphia-Jefferson
2026-02-23,History,0,C2_NJ_PHL,10060,Morphine Sulphate,MOR-2026-10188,Philadelphia-Jefferson
2026-02-24,History,0,C1_I95_NJ_BOS,10035,Pembrolizumab (Keytruda),PBR-2026-00189,Boston-DanaFarber
2026-02-24,History,0,C1_I95_NJ_BOS,10035,Pembrolizumab (Keytruda),PBR-2026-00190,Boston-DanaFarber
2026-02-24,History,0,C1_I95_NJ_BOS,10060,Morphine Sulphate,MOR-2026-00191,Boston-MGH
2026-02-24,History,0,C2_NJ_PHL,10050,Heparin Sodium,HEP-2026-10192,Philadelphia-Jefferson
2026-02-24,History,0,C2_NJ_PHL,10021,Remdesivir 100mg,RMD-2026-10193,Philadelphia-UPenn
2026-02-24,History,0,C2_NJ_PHL,10035,Pembrolizumab,EXP-2026-00254,Philadelphia-UPenn
2026-02-24,History,0,C2_NJ_PHL,10040,Epinephrine Auto-Injector,EPI-2026-10195,Philadelphia-CHOP
2026-02-25,History,0,C1_I95_NJ_BOS,10035,Pembrolizumab (Keytruda),PBR-2026-00196,Boston-DanaFarber
2026-02-25,History,0,C1_I95_NJ_BOS,10060,Morphine Sulfate,MOR-2026-00197,Boston-MGH
2026-02-25,History,0,C1_I95_NJ_BOS,10070,Albuterol Inhaler,ALB-2026-00198,Boston-Children
2026-02-25,History,0,C2_NJ_PHL,10060,Morphine Sulphate,MOR-2026-10199,Philadelphia-Jefferson
2026-02-25,History,0,C2_NJ_PHL,10050,Generic Heparin Na,INS-2026-00259,Philadelphia-Jefferson
2026-02-25,History,0,C2_NJ_PHL,10035,Pembrolizumab (Keytruda),PBR-2026-10201,Philadelphia-UPenn
2026-02-25,History,0,C2_NJ_PHL,11111,Remdesivir 100 mg,RMD-2026-10202,Philadelphia-UPenn
2026-02-25,History,0,C2_NJ_PHL,10070,Albuterol Inhaler,ALB-2026-10203,Philadelphia-UPenn
2026-02-26,History,0,C1_I95_NJ_BOS,10060,Morphine Sulphate,MOR-2026-00204,Boston-MGH
2026-02-26,History,0,C1_I95_NJ_BOS,10050,Heparin Na,HEP-2026-00205,Boston-BWH
2026-02-26,History,0,C1_I95_NJ_BOS,10021,Remdesivir 100 mg,RMD-2026-00206,Boston-MGH
2026-02-26,History,0,C2_NJ_PHL,10050,Heparin Sodium,HEP-2026-10207,Philadelphia-Jefferson
2026-02-26,History,0,C2_NJ_PHL,10035,Pembrolizumab (Keytruda),PBR-2026-10208,Philadelphia-UPenn
2026-02-26,History,0,C2_NJ_PHL,10070,Albuterol Inhaler 90mcg,PBR-2026-00016,Philadelphia-CHOP
2026-02-27,History,0,C1_I95_NJ_BOS,10022,Insulin Lispro,INS-2026-00210,Boston-Children
2026-02-27,History,0,C1_I95_NJ_BOS,10035,Pembrolizumab (Keytruda),PBR-2026-00211,Boston-DanaFarber
2026-02-27,History,0,C1_I95_NJ_BOS,10021,Remdesivir 100 mg,RMD-2026-00212,Boston-MGH
2026-02-27,History,0,C2_NJ_PHL,10050,Heparin Sodium,HEP-2026-10213,Philadelphia-Jefferson
2026-02-27,History,0,C2_NJ_PHL,10023,Insulin Aspart,INS-2026-10214,Philadelphia-UPenn
2026-02-27,History,0,C2_NJ_PHL,10022,Insulin Lispro,INS-2026-10215,Philadelphia-UPenn
2026-02-27,History,0,C2_NJ_PHL,10060,Morphine Sulphate,MOR-2026-10216,Philadelphia-Jefferson
2026-02-28,History,0,C1_I95_NJ_BOS,10022,Insulin Lispro,INS-2026-00217,Boston-BWH
2026-02-28,History,0,C1_I95_NJ_BOS,10035,Pembrolizumab (Keytruda),PBR-2026-00218,Boston-DanaFarber
2026-02-28,History,0,C1_I95_NJ_BOS,1070,Insulin Lispro,INS-2026-00219,Boston-BWH
2026-02-28,History,0,C1_I95_NJ_BOS,10022,Insulin Lispro,INS-2026-00220,Boston-MGH
2026-02-28,History,0,C1_I95_NJ_BOS,10023,Insulin Aspart,INS-2026-00221,Boston-BWH
2026-02-28,History,0,C2_NJ_PHL,10040,Epinephrine Auto-Injector,EPI-2026-10222,Philadelphia-CHOP
2026-02-28,History,0,C2_NJ_PHL,10035,Pembrolizumab,PBR-2026-10223,Philadelphia-UPenn
2026-02-28,History,0,C2_NJ_PHL,10023,Insulin Aspart,INS-2026-10224,Philadelphia-UPenn
2026-02-28,History,0,C2_NJ_PHL,10040,EpiPen Auto Injector,EPI-2026-10225,Philadelphia-CHOP
2026-03-01,Day0,1,C1_I95_NJ_BOS,10040,EpiPen Auto Injector,EPI-2026-00226,Boston-BWH
2026-03-01,Day0,1,C1_I95_NJ_BOS,10023,Insulin Aspart,INS-2026-00227,Boston-MGH
2026-03-01,Day0,1,C1_I95_NJ_BOS,99999,Experimental Oncology Drug,EXP-2026-00228,Boston-DanaFarber
2026-03-01,Day0,1,C1_I95_NJ_BOS,99999,Experimental Oncology Drug,INS-2026-00140,Boston-BWH
2026-03-01,Day0,1,C1_I95_NJ_BOS,10023,Generic Insulin Aspart,INS-2026-00230,Boston-Children
2026-03-01,Day0,1,C1_I95_NJ_BOS,10040,Epinephrine Auto-Injector,EPI-2026-00231,Boston-Children
2026-03-01,Day0,1,C1_I95_NJ_BOS,10023,Insulin Aspart,INS-2026-00232,Boston-Children
2026-03-01,Day0,1,C1_I95_NJ_BOS,10050,Heparin Sodium,HEP-2026-00233,Boston-MGH
2026-03-01,Day0,1,C1_I95_NJ_BOS,99999,Experimental Oncology Drug,,Boston-DanaFarber
2026-03-01,Day0,1,C1_I95_NJ_BOS,10021,Remdesivir 200mg,RMD-2026-00235,Boston-MGH
2026-03-01,Day0,1,C1_I95_NJ_BOS,10035,Pembrolizumab,PBR-2026-00236,Boston-DanaFarber
2026-03-01,Day0,1,C2_NJ_PHL,10021,Remdesivir 100 mg,RMD-2026-10237,Philadelphia-UPenn
2026-03-01,Day0,1,C2_NJ_PHL,10021,Remdesivir 100mg,RMD-2026-10238,Philadelphia-UPenn
2026-03-01,Day0,1,C2_NJ_PHL,20021,Epinephrine Auto-Injector,EPI-2026-10239,Philadelphia-CHOP
2026-03-01,Day0,1,C2_NJ_PHL,10035,Pembrolizumab,,Philadelphia-UPenn
2026-03-01,Day0,1,C2_NJ_PHL,10035,Pembrolizumab,PBR-2026-10241,Philadelphia-UPenn
2026-03-01,Day0,1,C2_NJ_PHL,10060,Morphine Sulphate,MOR-2026-10242,Philadelphia-Jefferson
